YEAR;CULTURAL_SPACE_NAME;WEBSITE;TYPE;PRIMARY_USE;ADDRESS;LOCAL_AREA;OWNERSHIP;SQUARE_FEET;NUMBER_OF_SEATS;ACTIVE_SPACE;Geom;geo_point_2d
2014;Edge, The;;Studio/Rehearsal;Artist Studio w/Residence;289 Alexander St, Vancouver, BC, V6A 4H6;Strathcona;Privately Owned;690;;Yes;"{""coordinates"": [-123.09843, 49.2844308], ""type"": ""Point""}";49.2844308, -123.09843
2014;Elissa Cristall Galleries;http://cristallgallery.com;Museum/Gallery;Museum/Gallery;2239 Granville St, Vancouver, BC, V6H 3G1;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1385822, 49.2655257], ""type"": ""Point""}";49.2655257, -123.1385822
2014;Emily Carr Institute of Art + Design;www.ecuad.ca;Educational;Educational Institution;1399 Johnston St, Vancouver, BC, V6H 2R9;Fairview;Government;198692;;Yes;"{""coordinates"": [-123.132857, 49.270461], ""type"": ""Point""}";49.270461, -123.132857
2014;Emily Carr Institute of Art + Design;;Educational;Educational Institution;1535 W 3rd Av, Vancouver, BC, V6J 1J8;Fairview;;8070;;Yes;"{""coordinates"": [-123.1396911, 49.2690422], ""type"": ""Point""}";49.2690422, -123.1396911
2014;Equinox Gallery;www.equinoxgallery.com;Museum/Gallery;Museum/Gallery;525 Great Northern Way, Vancouver, BC, V5T 1E1;Strathcona;Privately Owned;14000;;Yes;"{""coordinates"": [-123.09226, 49.267609], ""type"": ""Point""}";49.267609, -123.09226
2014;Faris Family Studio, The;;Theatre/Performance;Theatre;677 Davie St, Vancouver, BC, V6B 2G6;Downtown;Non-Profit;2944;154;Yes;"{""coordinates"": [-123.125711, 49.277065], ""type"": ""Point""}";49.277065, -123.125711
2014;Forge and Form;www.forgeandform.com;Studio/Rehearsal;Artist Studio;1334 Cartwright St, Vancouver, BC, V6H 3R8;Fairview;Government;;;Yes;"{""coordinates"": [-123.1343033, 49.2698934], ""type"": ""Point""}";49.2698934, -123.1343033
2014;Fox Cabaret;http://www.foxcabaret.com/;Café/Restaurant/Bar;Bar/Lounge/Cabaret;2321 Main St, Vancouver, BC, V5T 3C9;Mount Pleasant;Privately Owned;;;Yes;"{""coordinates"": [-123.1014108, 49.2642396], ""type"": ""Point""}";49.2642396, -123.1014108
2014;Gallery 295;http://gallery295.com/295/;Museum/Gallery;Museum/Gallery;295 E 2nd Ave, Vancouver, BC, V5T 1B8;Strathcona;Privately Owned;;;Yes;"{""coordinates"": [-123.0981191, 49.2680645], ""type"": ""Point""}";49.2680645, -123.0981191
2014;Goh Ballet Academy;www.gohballet.com;Educational;Educational Institution;2345 Main St, Vancouver, BC, V5T 3C9;Mount Pleasant;Privately Owned;12000;;Yes;"{""coordinates"": [-123.101297, 49.263875], ""type"": ""Point""}";49.263875, -123.101297
2014;Granville Street/ Entertainment District;;Community Space;Plaza/Park/Band Shell;, Vancouver, BC,;Downtown;City of Vancouver;;;Yes;"{""coordinates"": [-123.11966, 49.281457], ""type"": ""Point""}";49.281457, -123.11966
2014;Haywood Bandstand;;Community Space;Plaza/Park/Band Shell;1755 Beach Av, Vancouver, BC,;West End;Park Board/COV;;;Yes;"{""coordinates"": [-123.141944, 49.285278], ""type"": ""Point""}";49.285278, -123.141944
2014;Holy Trinity Ukrainian Orthodox Cathedral;http://uocvancouver.com/;Community Space;Place of Worship;154 E 10th Av, Vancouver, BC, V5T 1Z4;Mount Pleasant;Other;;250;Yes;"{""coordinates"": [-123.1021053, 49.2617605], ""type"": ""Point""}";49.2617605, -123.1021053
2014;Inuit Gallery of Vancouver;www.inuit.com;Museum/Gallery;Museum/Gallery;206 Cambie St, Vancouver, BC, V6B 2M9;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1088083, 49.2842455], ""type"": ""Point""}";49.2842455, -123.1088083
2014;James Tan Gallery;http://www.jamestan.com/home.htm;Museum/Gallery;Museum/Gallery;437 Columbia St, Vancouver, BC, V6A 2R9;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1023067, 49.2810853], ""type"": ""Point""}";49.2810853, -123.1023067
2014;Jericho Arts Centre;www.jerichoartscentre.com?;Theatre/Performance;Theatre;1675 Discovery St, Vancouver, BC, V6R 2K5;West Point Grey;Park Board/COV;5000;135;Yes;"{""coordinates"": [-123.202893, 49.272369], ""type"": ""Point""}";49.272369, -123.202893
2014;Karen Flamenco Dance Soc.;http://karenflamenco.com;Studio/Rehearsal;Rehearsal Studio;60 W 7th Av, Vancouver, BC, V5Y 1L6;Mount Pleasant;Privately Owned;;;Yes;"{""coordinates"": [-123.106533, 49.2644359], ""type"": ""Point""}";49.2644359, -123.106533
2014;Kitsilano War Memorial Community Centre;http://vancouver.ca/parks-recreation-culture/kitsilano-war-memorial-community-centre.aspx;Community Space;Community Centre/Hall;2690 Larch St, Vancouver, BC, V6K 4K9;Kitsilano;Park Board/COV;;;Yes;"{""coordinates"": [-123.160105613733, 49.2620553391672], ""type"": ""Point""}";49.2620553391672, -123.160105613733
2014;La Maison De La Francophonie De Vancouver;www.lamaison.bc.ca;Community Space;Community Centre/Hall;1555 W 7th Av, Vancouver, BC, V6J 1S1;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.14003, 49.26567], ""type"": ""Point""}";49.26567, -123.14003
2014;Landing Dance Centre, The;www.thelandingdance.com;Educational;Educational Institution;270 Sw Marine Dr, Vancouver, BC, V5X 2R5;Marpole;Privately Owned;5470;;Yes;"{""coordinates"": [-123.1125632, 49.2113805], ""type"": ""Point""}";49.2113805, -123.1125632
2014;Lobby Gallery;http://www.ligi.ubc.ca/LobbyGallery.htm;Museum/Gallery;Museum/Gallery;6476 NW Marine Dr, Vancouver, BC,;;Other;200;;Yes;"{""coordinates"": [-123.259146, 49.267681], ""type"": ""Point""}";49.267681, -123.259146
2014;Maclean Field House;http://vancouver.ca/parks-recreation-culture/urban-weavers-artists-and-scientist.aspx;Studio/Rehearsal;Artist Studio;710 Keefer St, Vancouver, BC, V6A 1Y5;Strathcona;Park Board/COV;500;;Yes;"{""coordinates"": [-123.0884454, 49.2788158], ""type"": ""Point""}";49.2788158, -123.0884454
2014;Malaspina Printmakers Gallery;www.malaspinaprintmakers.com?;Museum/Gallery;Museum/Gallery;1555 Duranleau St, Vancouver, BC, V6H 3S3;Fairview;Government;2500;;Yes;"{""coordinates"": [-123.135784, 49.271369], ""type"": ""Point""}";49.271369, -123.135784
2014;Marion Scott Gallery;www.marionscottgallery.com;Museum/Gallery;Museum/Gallery;2423 Granville St, Vancouver, BC, V6H 3G5;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1386272, 49.264079], ""type"": ""Point""}";49.264079, -123.1386272
2014;Mascall Dance;www.mascalldance.ca?;Studio/Rehearsal;Rehearsal Studio;1130 Jervis St, Vancouver, BC, V6E 2C7;West End;Privately Owned;2500;;Yes;"{""coordinates"": [-123.134145, 49.283306], ""type"": ""Point""}";49.283306, -123.134145
2014;Memorial South Park Field House;http://vancouver.ca/parks-recreation-culture/memorial-south-park-fieldhouse.aspx;Studio/Rehearsal;Artist Studio;5955 Ross St, Vancouver, BC, V5W 1T7;Sunset;Park Board/COV;;;Yes;"{""coordinates"": [-123.082685, 49.2303947], ""type"": ""Point""}";49.2303947, -123.082685
2014;Moberly Arts and Culture Centre;www.mysunset.net;Community Space;Community Centre/Hall;7646 Prince Albert St, Vancouver, BC, V5X 3Z4;Sunset;Park Board/COV;2264;;Yes;"{""coordinates"": [-123.087343, 49.215192], ""type"": ""Point""}";49.215192, -123.087343
2014;Morris and Helen Belkin Art Gallery;http://www.belkin.ubc.ca/;Museum/Gallery;Museum/Gallery;1825 Main Mall, Vancouver, BC, V6T 1Z2;;Other;;;Yes;"{""coordinates"": [-123.255944, 49.2683878], ""type"": ""Point""}";49.2683878, -123.255944
2014;Mount Pleasant Community Centre;http://www.mountpleasantcc.ca/;Community Space;Community Centre/Hall;1 Kingsway, Vancouver, BC, V5T 3H7;Mount Pleasant;Park Board/COV;;;Yes;"{""coordinates"": [-123.1000824, 49.2641411], ""type"": ""Point""}";49.2641411, -123.1000824
2014;Musqueam Cultural Education Resource Centre;http://www.musqueam.bc.ca/;Community Space;Community Centre/Hall;4000 Musqueam Av, Vancouver, BC, V6N 4C6;Dunbar-Southlands;Other;1300;;Yes;"{""coordinates"": [-123.1989191, 49.2236866], ""type"": ""Point""}";49.2236866, -123.1989191
2014;Norman Rothstein Theatre;www.normanrothsteintheatre.com?;Theatre/Performance;Theatre;950 W 41st Av, Vancouver, BC, V5Z 2N7;Oakridge;Privately Owned;5300;318;Yes;"{""coordinates"": [-123.126011, 49.233433], ""type"": ""Point""}";49.233433, -123.126011
2014;Octopus Studios;;Studio/Rehearsal;Artist Studio;393 Powell St, Vancouver, BC, V6A 1G5;Strathcona;Privately Owned;3000;;Yes;"{""coordinates"": [-123.0957216, 49.2833651], ""type"": ""Point""}";49.2833651, -123.0957216
2014;Old Auditorium;http://www.music.ubc.ca/about-us/facilities/old-auditorium.html;Theatre/Performance;Theatre;6344 Memorial Rd, Vancouver, BC, V6T 1Z2;;Government;;530;Yes;"{""coordinates"": [-123.255994, 49.266904], ""type"": ""Point""}";49.266904, -123.255994
2014;Our Town Café;;Café/Restaurant/Bar;Café/Restaurant;245 E Broadway, Vancouver, BC, V5T 1W4;Mount Pleasant;Privately Owned;;;Yes;"{""coordinates"": [-123.1001783, 49.2631703], ""type"": ""Point""}";49.2631703, -123.1001783
2014;Pacific Theatre;www.pacifictheatre.org?;Theatre/Performance;Theatre;1440 W 12th Av, Vancouver, BC, V6H 1M8;Fairview;Privately Owned;1673;128;Yes;"{""coordinates"": [-123.1372216, 49.2607195], ""type"": ""Point""}";49.2607195, -123.1372216
2014;Pandora Park  Fieldhouse;http://cfapp.vancouver.ca/parkfinder_wa/index.cfm?fuseaction=FAC.ParkDetails&park_id=57;Studio/Rehearsal;Artist Studio;2325 Franklin st, Vancouver, BC, V5L 1S1;Grandview-Woodland;Park Board/COV;;;Yes;"{""coordinates"": [-123.0581806, 49.2825401], ""type"": ""Point""}";49.2825401, -123.0581806
2014;Pandora's Box Rehearsal Studios;http://www.pandorasboxstudios.com/;Studio/Rehearsal;Film/Recording Studio;1890 Pandora St, Vancouver, BC, V5L 1M5;Grandview-Woodland;Privately Owned;8300;;Yes;"{""coordinates"": [-123.0656267, 49.2830062], ""type"": ""Point""}";49.2830062, -123.0656267
2014;Pendulum Gallery;www.pendulumgallery.bc.ca?;Museum/Gallery;Museum/Gallery;885 W Georgia St, Vancouver, BC, V6C 3E8;Downtown;Privately Owned;2200;;Yes;"{""coordinates"": [-123.119963, 49.283709], ""type"": ""Point""}";49.283709, -123.119963
2014;Peretz Centre for Secular Jewish Culture;http://www.peretz-centre.org/index.html;Community Space;Community Centre/Hall;6184 Ash St, Vancouver, BC, V5Z 3G9;Oakridge;Non-Profit;8000;;Yes;"{""coordinates"": [-123.117654, 49.229111], ""type"": ""Point""}";49.229111, -123.117654
2014;Performing Arts Lodge (PAL);http://www.palvancouver.org/?q=pal-theatre;Studio/Rehearsal;Artist Housing;581 Cardero St, Vancouver, BC, V6G 3L2;Downtown;Non-Profit;;;Yes;"{""coordinates"": [-123.130114, 49.29119], ""type"": ""Point""}";49.29119, -123.130114
2014;Peter Kiss Gallery;www.peterkiss.com;Museum/Gallery;Museum/Gallery;1327 Railspur Alley, Vancouver, BC, V6H 4G9;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1337947, 49.2701374], ""type"": ""Point""}";49.2701374, -123.1337947
2014;Plaza of Nations;www.plazaofnations.com?;Community Space;Plaza/Park/Band Shell;750 Pacific Blvd, Vancouver, BC, V6B 5E7;Downtown;Privately Owned;140000;;Yes;"{""coordinates"": [-123.110068, 49.276031], ""type"": ""Point""}";49.276031, -123.110068
2014;Portside Studios;;Studio/Rehearsal;Artist Studio;150 Mclean Dr, Vancouver, BC, V5L 3L1;Grandview-Woodland;Privately Owned;;;Yes;"{""coordinates"": [-123.0740061, 49.2833711], ""type"": ""Point""}";49.2833711, -123.0740061
2014;Purple Thistle at Mergatroid Building;www.purplethistle.ca?;Studio/Rehearsal;Artist Studio;975 Vernon Drive, Vancouver, BC, V6A 3P2;Strathcona;Privately Owned;;;Yes;"{""coordinates"": [-123.0786643, 49.2761045], ""type"": ""Point""}";49.2761045, -123.0786643
2014;Queen Elizabeth Park- Artist Residence;http://vancouver.ca/parks-recreation-culture/queen-elizabeth-park.aspx;Studio/Rehearsal;Artist Studio;4600 Cambie St, Vancouver, BC, V5Y 2M5;Riley Park;Park Board/COV;;;Yes;"{""coordinates"": [-123.111815, 49.24203], ""type"": ""Point""}";49.24203, -123.111815
2014;Railtown Studios;http://railtownstudios.com/;Studio/Rehearsal;Artist Studio;321 Railway St, Vancouver, BC, V6A 1A4;Strathcona;Privately Owned;;;Yes;"{""coordinates"": [-123.097645, 49.2846363], ""type"": ""Point""}";49.2846363, -123.097645
2014;Ray-Cam Co-Operative Center;http://vancouver.ca/parks-recreation-culture/ray-cam-co-operative-centre.aspx;Community Space;Community Centre/Hall;920 E Hastings St, Vancouver, BC, V6A 3T1;Strathcona;Park Board/COV;;;Yes;"{""coordinates"": [-123.084089333259, 49.2807361611339], ""type"": ""Point""}";49.2807361611339, -123.084089333259
2014;Red Gate Arts;;Studio/Rehearsal;Artist Studio;855 E Hastings St, Vancouver, BC, V6A 1R8;Strathcona;Privately Owned;7500;;Yes;"{""coordinates"": [-123.0859896, 49.2811222], ""type"": ""Point""}";49.2811222, -123.0859896
2014;Rhythm Room, The;www.s2sproductions.com;Studio/Rehearsal;Rehearsal Studio;8713 Cambie St, Vancouver, BC,;Marpole;Privately Owned;1500;;Yes;"{""coordinates"": [-123.1179859, 49.2064027], ""type"": ""Point""}";49.2064027, -123.1179859
2014;Rogers Arena;http://rogersarena.com/;Community Space;Arena/Stadium;800 Griffiths Way, Vancouver, BC, V6B 6G1;Downtown;Privately Owned;17000;20000;Yes;"{""coordinates"": [-123.109143, 49.277049], ""type"": ""Point""}";49.277049, -123.109143
2014;Roundhouse Community Centre;www.roundhouse.ca?;Community Space;Community Centre/Hall;181 Roundhouse Mews, Vancouver, BC, V6Z 2W3;Downtown;City of Vancouver;20000;;Yes;"{""coordinates"": [-123.121747, 49.273308], ""type"": ""Point""}";49.273308, -123.121747
2014;Roy Barnett Recital Hall;http://www.music.ubc.ca/about-us/facilities/roy-barnett-recital-hall.html;Theatre/Performance;Performance Space;6361 Memorial Rd, Vancouver, BC, V6T 1Z2;;Other;;255;Yes;"{""coordinates"": [-123.256613, 49.267411], ""type"": ""Point""}";49.267411, -123.256613
2014;St James Community Square;www.sjcommunitysquare.org;Theatre/Performance;Performance Space;3214 W 10th Av, Vancouver, BC, V6K 2L2;Kitsilano;Privately Owned;4000;;Yes;"{""coordinates"": [-123.1765215, 49.2630518], ""type"": ""Point""}";49.2630518, -123.1765215
2014;Sunset Community Centre;http://www.mysunset.net/;Community Space;Community Centre/Hall;6810 Main St, Vancouver, BC, V5X 0A1;Sunset;Park Board/COV;;;Yes;"{""coordinates"": [-123.100610434694, 49.22286659427], ""type"": ""Point""}";49.22286659427, -123.100610434694
2014;Taiwanese Canadian Cultural Society;www.tccs.ca;Community Space;Community Centre/Hall;8853 Selkirk St, Vancouver, BC, V6P 4J6;Marpole;Privately Owned;;;Yes;"{""coordinates"": [-123.1338135, 49.2047023], ""type"": ""Point""}";49.2047023, -123.1338135
2014;The Apartment;http://theapt.ca/filter/Exhibition;Museum/Gallery;Museum/Gallery;119B E Pender St, Vancouver, BC, V6A 1T6;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1015866, 49.2804859], ""type"": ""Point""}";49.2804859, -123.1015866
2014;Thunderbird Community Centre;http://vancouver.ca/parks-recreation-culture/thunderbird-community-centre.aspx;Community Space;Community Centre/Hall;2311 Cassiar St, Vancouver, BC, V5M 3X3;Hastings-Sunrise;Park Board/COV;;;Yes;"{""coordinates"": [-123.032103721071, 49.2636078361355], ""type"": ""Point""}";49.2636078361355, -123.032103721071
2014;Trout Lake Community Centre;https://vancouver.ca/parks-recreation-culture/trout-lake-community-centre.aspx;Community Space;Community Centre/Hall;3360 Victoria Dr, Vancouver, BC, V5N 4M4;Kensington-Cedar Cottage;Park Board/COV;;;Yes;"{""coordinates"": [-123.065438, 49.255325], ""type"": ""Point""}";49.255325, -123.065438
2014;Uno Langmann Limited Fine Arts;www.langmann.com;Museum/Gallery;Museum/Gallery;2117 Granville St, Vancouver, BC, V6H 3E9;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1388698, 49.2666423], ""type"": ""Point""}";49.2666423, -123.1388698
2014;Uzume Taiko Drum Group Society;www.uzume.com?;Studio/Rehearsal;Rehearsal Studio;1254 Frances St, Vancouver, BC, V6A 1Z5;Strathcona;Privately Owned;;;Yes;"{""coordinates"": [-123.0779834, 49.279451], ""type"": ""Point""}";49.279451, -123.0779834
2014;Vancouver Aboriginal Friendship Centre;http://www.vafcs.org/;Community Space;Community Centre/Hall;1607 E Hastings St, Vancouver, BC, V5L 1S9;Grandview-Woodland;Other;;;Yes;"{""coordinates"": [-123.0724904, 49.2813439], ""type"": ""Point""}";49.2813439, -123.0724904
2014;Vancouver Adapted Music;www.vams.org/;Studio/Rehearsal;Film/Recording Studio;4225 Laurel St, Vancouver, BC, V5Z 2G9;South Cambie;Privately Owned;;;Yes;"{""coordinates"": [-123.1248217, 49.2476977], ""type"": ""Point""}";49.2476977, -123.1248217
2014;Vancouver Aquarium;www.vanaqua.org?;Museum/Gallery;Garden/Aquarium/Science Centre;845 Avison Way, Vancouver, BC, V6G 3E2;;City of Vancouver;97000;;Yes;"{""coordinates"": [-123.130997, 49.30067], ""type"": ""Point""}";49.30067, -123.130997
2014;Vancouver Art Gallery Offsite;http://www.vanartgallery.bc.ca/the_exhibitions/public_art.html;Museum/Gallery;Museum/Gallery;1100 W Georgia St, Vancouver, BC, V6E 0A8;West End;City of Vancouver;34033;;Yes;"{""coordinates"": [-123.124298, 49.286205], ""type"": ""Point""}";49.286205, -123.124298
2014;Vancouver Burlesque Centre;http://www.vancouverburlesquecentre.ca/;Studio/Rehearsal;Rehearsal Studio;124 W 6th Av, Vancouver, BC, V5Y 1K6;Mount Pleasant;Privately Owned;;;Yes;"{""coordinates"": [-123.1075911, 49.2655855], ""type"": ""Point""}";49.2655855, -123.1075911
2014;Vancouver Community Laboratory;http://vancommunitylab.com/;Studio/Rehearsal;Workshop;1907 Triumph St, Vancouver, BC, V5L 1K6;Grandview-Woodland;;5000;;Yes;"{""coordinates"": [-123.0652956, 49.2841727], ""type"": ""Point""}";49.2841727, -123.0652956
2014;Vancouver Contemporary Art Gallery;www.contemporaryartgallery.ca?;Museum/Gallery;Museum/Gallery;555 Nelson St, Vancouver, BC, V6B 6R5;Downtown;Privately Owned;5000;;Yes;"{""coordinates"": [-123.121183, 49.278238], ""type"": ""Point""}";49.278238, -123.121183
2014;Vancouver East Cultural Centre- Historic Theatre;www.thecultch.com?;Theatre/Performance;Theatre;1895 Venables St, Vancouver, BC, V5L 2H6;Grandview-Woodland;City of Vancouver;25000;195;Yes;"{""coordinates"": [-123.065797, 49.276674], ""type"": ""Point""}";49.276674, -123.065797
2014;Vancouver Japanese Language School and Japanese Hall;http://www.vjls-jh.com;Community Space;Community Centre/Hall;475 Alexander St, Vancouver, BC, V6A 1C6;Strathcona;Non-Profit;36000;;Yes;"{""coordinates"": [-123.093733, 49.284251], ""type"": ""Point""}";49.284251, -123.093733
2014;Vancouver Maritime Museum;www.vancouvermaritimemuseum.com;Museum/Gallery;Museum/Gallery;1905 Ogden Av, Vancouver, BC, V6J 1A3;Kitsilano;City of Vancouver;26215;;Yes;"{""coordinates"": [-123.147587, 49.277465], ""type"": ""Point""}";49.277465, -123.147587
2014;Vancouver Playhouse Theatre;http://vancouver.caparks-recreation-culture/vancouver-playhouse.aspx;Theatre/Performance;Theatre;600 Hamilton St, Vancouver, BC, V6B 6A1;Downtown;City of Vancouver;2600;668;Yes;"{""coordinates"": [-123.112328, 49.2808], ""type"": ""Point""}";49.2808, -123.112328
2014;Vanier Park;;Community Space;Plaza/Park/Band Shell;1000 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;228194;;Yes;"{""coordinates"": [-123.146124, 49.276777], ""type"": ""Point""}";49.276777, -123.146124
